ordem;percentil;distancia_sexto_vizinho;distancia_geometrica_normalizada;eh_joelho
44;0.4300430043004301;0.033928184584241676;-0.003981401663362201;False
45;0.44004400440044;0.033979934244651094;-0.003919836603989074;False
46;0.45004500450045004;0.03401173069689517;-0.0038434482604220313;False
47;0.46004600460046;0.034030416408574966;-0.00375731991756432;False
48;0.47004700470047006;0.03405882968240335;-0.003678418202978491;False
49;0.4800480048004801;0.03405882968240335;-0.0035784082019783905;False
50;0.49004900490049;0.03407596876416065;-0.003491130864197458;False
51;0.5000500050005001;0.034077297362015146;-0.003392107881596276;False
52;0.51005100510051;0.0341065624133265;-0.0033138389544597347;False
53;0.5200520052005201;0.0344007043014957;-0.003432347638050934;False
54;0.53005300530053;0.03445574819483196;-0.0033732298718885433;False
